"survey_id","site_id","site_description","zone","decimal_longitude","decimal_latitude","geodetic_datum","terrestrial","year_deployed","year_retrieved","serial","sensor_type","sensor_part","interval","height","deployment_datetime","retrieval_datetime","status","hobo"
227,"PPCAST","Pumice Plain Castilleja","pyroclastic flow",-122.158489220598,46.244861677207,"EPSG:4326",TRUE,2008,,"492645","pro series","H08-032-08",15,100,2008-06-24 15:00:00,,"lost",TRUE
228,"PPUPL1","Pumice Plain Upland #1","pyroclastic flow",-122.176838117238,46.247020266064,"EPSG:4326",TRUE,2008,2008,"1032864","pro series","H08-032-08",15,100,2008-06-24 15:00:00,2008-10-06 14:00:00,"clean",TRUE
229,"PPWET1","Pumice Plain Wetland #1","pyroclastic flow",-122.173128524109,46.2487124942667,"EPSG:4326",TRUE,2008,2008,"399741","pro series","H08-032-08",15,100,2008-06-24 15:00:00,2008-10-06 14:00:00,"clean",TRUE
230,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2008,2008,"1266110","pro series","H08-001-02",30,-500,2008-08-07 12:00:00,2008-10-08 12:00:00,"clean",TRUE
231,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2008,2008,"1266111","pro series","H08-001-02",30,-100,2008-08-07 12:00:00,2008-10-08 12:00:00,"clean",TRUE
232,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2008,2008,"491582","pro series","H08-001-02",30,-500,2008-08-07 12:00:00,2008-10-08 13:00:00,"clean",TRUE
233,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2008,2008,"491585","pro series","H08-001-02",30,-100,2008-08-07 12:00:00,2008-10-08 12:00:00,"clean",TRUE
234,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2008,2009,"491575","pro series","H08-001-02",60,-500,2008-10-08 12:45:00,2009-07-01 12:45:00,"clean",TRUE
235,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2008,2009,"491566","pro series","H08-001-02",60,-500,2008-10-08 14:00:00,2009-06-01 12:00:00,"clean",TRUE
236,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2008,2009,"491581","pro series","H08-001-02",60,-100,2008-10-08 14:00:00,2009-07-01 12:00:00,"clean",TRUE
237,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2008,2009,"491563","pro series","H08-001-02",60,-100,2008-10-08 14:00:00,2009-07-01 12:00:00,"clean",TRUE
238,"PMPGRN","Pumice Plain Greenery","pyroclastic flow",-122.151754042822,46.2282068810986,"EPSG:4326",TRUE,2009,2009,"492646","pro series","H08-032-08",30,100,2009-06-30 09:03:00,2009-10-05 15:00:00,"clean",TRUE
239,"FORCRK","Forsyth Creek Riparian","pyroclastic flow",-122.165589605975,46.2282907027212,"EPSG:4326",TRUE,2009,2009,"1032865","pro series","H08-032-08",30,100,2009-06-30 09:49:00,2009-10-05 15:00:00,"clean",TRUE
240,"FORUPL","Forsyth Creek Upland","pyroclastic flow",-122.169240747478,46.2269582901427,"EPSG:4326",TRUE,2009,2009,"399743","pro series","H08-032-08",30,100,2009-06-30 10:17:00,2009-10-05 15:00:00,"clean",TRUE
241,"RDRCRK","Red Rock Creek Riparian","pyroclastic flow",-122.159147409643,46.2374415171224,"EPSG:4326",TRUE,2009,2009,"1277064","pro series","H08-032-08",30,100,2009-06-30 11:13:00,2009-10-05 15:00:00,"clean",TRUE
242,"RDRUPL","Red Rock Creek Upland","pyroclastic flow",-122.159865611179,46.2388237986033,"EPSG:4326",TRUE,2009,2009,"492639","pro series","H08-032-08",30,100,2009-06-30 11:20:00,2009-10-05 15:00:00,"clean",TRUE
243,"PPCAST","Pumice Plain Castilleja","pyroclastic flow",-122.158489220598,46.244861677207,"EPSG:4326",TRUE,2009,2009,"1277066","pro series","H08-032-08",30,100,2009-06-30 11:33:00,2009-10-05 15:00:00,"clean",TRUE
244,"BSTCRK","Basalt Creek Riparian","pyroclastic flow",-122.161689462774,46.2434091890031,"EPSG:4326",TRUE,2009,2009,"399741","pro series","H08-032-08",30,100,2009-06-30 11:45:00,2009-10-05 15:00:00,"clean",TRUE
245,"WILSPU","Willow Springs Upland","pyroclastic flow",-122.16352210257,46.2423156126896,"EPSG:4326",TRUE,2009,2009,"1277065","pro series","H08-032-08",30,100,2009-06-30 11:56:00,2009-10-05 15:00:00,"clean",TRUE
246,"WILSPR","Willow Springs Riparian","pyroclastic flow",-122.164728841296,46.2431434358642,"EPSG:4326",TRUE,2009,2009,"1032864","pro series","H08-032-08",30,100,2009-06-30 12:16:00,2009-10-05 15:00:00,"clean",TRUE
247,"PMPWEB","Pumice Plain Web","pyroclastic flow",-122.165432664036,46.2471985745646,"EPSG:4326",TRUE,2009,2009,"492637","pro series","H08-032-08",30,100,2009-06-30 12:28:00,2009-10-05 15:00:00,"clean",TRUE
248,"PPWET1","Pumice Plain Wetland #1","pyroclastic flow",-122.173128524109,46.2487124942667,"EPSG:4326",TRUE,2009,2009,"1277067","pro series","H08-032-08",30,100,2009-06-30 12:45:00,2009-10-05 15:00:00,"clean",TRUE
249,"PPUPL1","Pumice Plain Upland #1","pyroclastic flow",-122.176838117238,46.247020266064,"EPSG:4326",TRUE,2009,2009,"399738","pro series","H08-032-08",30,100,2009-06-30 13:02:00,2009-10-05 15:00:00,"clean",TRUE
250,"PPUPL2","Pumice Plain Upland #2","pyroclastic flow",-122.159784968838,46.2526022006146,"EPSG:4326",TRUE,2009,2009,"492644","pro series","H08-032-08",30,100,2009-07-01 08:30:00,2009-10-05 15:00:00,"clean",TRUE
251,"PPWET2","Pumice Plain Wetland #2","pyroclastic flow",-122.158106506131,46.2546148491271,"EPSG:4326",TRUE,2009,2009,"399740","pro series","H08-032-08",30,100,2009-07-01 08:45:00,2009-10-05 15:00:00,"clean",TRUE
252,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2009,2009,"491573","pro series","H08-001-02",30,-500,2009-07-02 18:00:00,2009-10-07 18:00:00,"clean",TRUE
253,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2009,2009,"491570","pro series","H08-001-02",30,-100,2009-07-02 18:00:00,2009-10-07 10:00:00,"clean",TRUE
254,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2009,2009,"491583","pro series","H08-001-02",30,-500,2009-07-02 18:00:00,2009-10-07 10:00:00,"clean",TRUE
255,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2009,2009,"491572","pro series","H08-001-02",30,-100,2009-07-02 18:00:00,2009-10-07 10:00:00,"clean",TRUE
256,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2009,2010,"491563","pro series","H08-001-02",60,-100,2009-10-07 10:00:00,2010-07-07 10:00:00,"clean",TRUE
257,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2009,2010,"491575","pro series","H08-001-02",60,-500,2009-10-07 10:15:00,2010-07-07 10:10:00,"clean",TRUE
258,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2009,2010,"491566","pro series","H08-001-02",60,-500,2009-10-07 11:00:00,2010-07-07 17:00:00,"clean",TRUE
259,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2009,2010,"491581","pro series","H08-001-02",60,-100,2009-10-07 11:00:00,2010-07-07 17:00:00,"clean",TRUE
260,"BLDCUT","Blowdown Clearcut","blowdown",-122.080663315663,46.2662672955813,"EPSG:4326",TRUE,2010,2010,"492637","pro series","H08-032-08",30,100,2010-06-28 14:20:00,2010-10-12 13:00:00,"clean",TRUE
261,"BLDFOR","Blowdown Forest","blowdown",-122.085150075712,46.3031130581807,"EPSG:4326",TRUE,2010,2010,"1032864","pro series","H08-032-08",30,100,2010-06-28 15:18:00,2010-10-12 13:00:00,"clean",TRUE
262,"TEPFOR","Tephra Forest","tephra fall",-122.010804379296,46.3068679552083,"EPSG:4326",TRUE,2010,2010,"1277064","pro series","H08-032-08",30,100,2010-06-29 09:48:00,2010-10-12 13:00:00,"clean",TRUE
263,"TEPCUT","Tephra Clearcut","tephra fall",-122.006109914231,46.3079342323427,"EPSG:4326",TRUE,2010,2010,"399740","pro series","H08-032-08",30,100,2010-06-29 10:55:00,2010-10-12 13:00:00,"clean",TRUE
264,"REFCUT","Reference Clearcut","reference",-121.804091592153,46.4851228078104,"EPSG:4326",TRUE,2010,2010,"1277066","pro series","H08-032-08",30,100,2010-06-29 13:51:00,2010-10-12 13:00:00,"clean",TRUE
265,"REFFOR","Reference Forest","reference",-121.810558509788,46.487305173214,"EPSG:4326",TRUE,2010,2010,"492639","pro series","H08-032-08",30,100,2010-06-29 14:55:00,2010-10-12 13:00:00,"clean",TRUE
266,"PMPWEB","Pumice Plain Web","pyroclastic flow",-122.165432664036,46.2471985745646,"EPSG:4326",TRUE,2010,2010,"399743","pro series","H08-032-08",30,100,2010-06-30 08:40:00,2010-10-12 13:00:00,"clean",TRUE
267,"PPUPL2","Pumice Plain Upland #2","pyroclastic flow",-122.159784968838,46.2526022006146,"EPSG:4326",TRUE,2010,2010,"1277067","pro series","H08-032-08",30,100,2010-06-30 09:20:00,2010-10-12 13:00:00,"clean",TRUE
268,"PPWET2","Pumice Plain Wetland #2","pyroclastic flow",-122.158106506131,46.2546148491271,"EPSG:4326",TRUE,2010,2010,"399741","pro series","H08-032-08",30,100,2010-06-30 09:45:00,2010-10-12 13:00:00,"clean",TRUE
269,"WILSPR","Willow Springs Riparian","pyroclastic flow",-122.164728841296,46.2431434358642,"EPSG:4326",TRUE,2010,2010,"492646","pro series","H08-032-08",30,100,2010-06-30 10:46:00,2010-10-12 13:00:00,"clean",TRUE
270,"WILSPU","Willow Springs Upland","pyroclastic flow",-122.16352210257,46.2423156126896,"EPSG:4326",TRUE,2010,,,"pro series","H08-032-08",30,100,2010-06-30 11:14:00,,"lost",FALSE
271,"FORCRK","Forsyth Creek Riparian","pyroclastic flow",-122.165589605975,46.2282907027212,"EPSG:4326",TRUE,2010,2010,"1032865","pro series","H08-032-08",30,100,2010-06-30 12:41:00,2010-10-12 13:00:00,"clean",TRUE
272,"FORUPL","Forsyth Creek Upland","pyroclastic flow",-122.169240747478,46.2269582901427,"EPSG:4326",TRUE,2010,2010,"1277065","pro series","H08-032-08",30,100,2010-06-30 12:52:00,2010-10-12 13:00:00,"clean",TRUE
273,"PMPGRN","Pumice Plain Greenery","pyroclastic flow",-122.151754042822,46.2282068810986,"EPSG:4326",TRUE,2010,2010,"492644","pro series","H08-032-08",30,100,2010-06-30 13:47:00,2010-10-12 13:00:00,"clean",TRUE
274,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2010,2010,"491572","pro series","H08-001-02",30,-500,2010-07-07 10:10:00,2010-09-28 10:45:00,"clean",TRUE
275,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2010,2010,"491558","pro series","H08-001-02",30,-500,2010-07-07 18:00:00,2010-09-28 10:00:00,"clean",TRUE
276,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2010,2010,"491583","pro series","H08-001-02",30,-100,2010-07-07 18:00:00,2010-09-28 10:00:00,"clean",TRUE
277,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2010,2011,"1266111","pro series","H08-001-02",60,-500,2010-09-28 10:49:00,2011-08-22 16:00:00,"clean",TRUE
278,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2010,2011,"491573","pro series","H08-001-02",60,-500,2010-09-28 12:00:00,2011-08-22 15:00:00,"clean",TRUE
279,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2010,2011,"491578","pro series","H08-001-02",60,-100,2010-09-28 12:00:00,2011-08-22 15:00:00,"clean",TRUE
280,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2010,2011,"491579","pro series","H08-001-02",60,-100,2010-09-28 12:00:00,2011-08-22 15:00:00,"clean",TRUE
281,"PPUPL2","Pumice Plain Upland #2","pyroclastic flow",-122.159784968838,46.2526022006146,"EPSG:4326",TRUE,2011,2011,"399743","pro series","H08-032-08",30,100,2011-06-20 16:05:00,2011-10-07 11:00:00,"clean",TRUE
282,"PPWET2","Pumice Plain Wetland #2","pyroclastic flow",-122.158106506131,46.2546148491271,"EPSG:4326",TRUE,2011,2011,"492637","pro series","H08-032-08",30,100,2011-06-20 16:25:00,2011-10-18 11:45:00,"clean",TRUE
283,"PPCAST","Pumice Plain Castilleja","pyroclastic flow",-122.158489220598,46.244861677207,"EPSG:4326",TRUE,2011,2011,"1277064","pro series","H08-032-08",30,100,2011-06-20 16:55:00,2011-10-14 15:00:00,"clean",TRUE
284,"BSTCRK","Basalt Creek Riparian","pyroclastic flow",-122.161689462774,46.2434091890031,"EPSG:4326",TRUE,2011,2011,"1277067","pro series","H08-032-08",30,100,2011-06-20 17:10:00,2011-10-18 11:58:00,"clean",TRUE
285,"WILSPU","Willow Springs Upland","pyroclastic flow",-122.16352210257,46.2423156126896,"EPSG:4326",TRUE,2011,2011,"9905285","pro-v2","U23-001",30,100,2011-06-20 17:25:00,2011-10-06 14:00:00,"clean",TRUE
286,"WILSPR","Willow Springs Riparian","pyroclastic flow",-122.164728841296,46.2431434358642,"EPSG:4326",TRUE,2011,2011,"1277066","pro series","H08-032-08",30,100,2011-06-20 17:40:00,2011-10-18 12:15:00,"clean",TRUE
287,"PMPWEB","Pumice Plain Web","pyroclastic flow",-122.165432664036,46.2471985745646,"EPSG:4326",TRUE,2011,2011,"492639","pro series","H08-032-08",30,100,2011-06-20 18:25:00,2011-10-07 11:30:00,"clean",TRUE
288,"PPWET1","Pumice Plain Wetland #1","pyroclastic flow",-122.173128524109,46.2487124942667,"EPSG:4326",TRUE,2011,2011,"1032864","pro series","H08-032-08",30,100,2011-06-20 18:50:00,2011-10-17 13:00:00,"clean",TRUE
289,"PPUPL1","Pumice Plain Upland #1","pyroclastic flow",-122.176838117238,46.247020266064,"EPSG:4326",TRUE,2011,2011,"1032865","pro series","H08-032-08",30,100,2011-06-21 07:50:00,2011-10-18 09:30:00,"clean",TRUE
290,"PMPGRN","Pumice Plain Greenery","pyroclastic flow",-122.151754042822,46.2282068810986,"EPSG:4326",TRUE,2011,2011,"9905286","pro-v2","U23-001",30,100,2011-06-21 10:15:00,2011-10-18 09:45:00,"clean",TRUE
291,"FORCRK","Forsyth Creek Riparian","pyroclastic flow",-122.165589605975,46.2282907027212,"EPSG:4326",TRUE,2011,2011,"9905284","pro-v2","U23-001",30,100,2011-06-21 11:05:00,2011-10-18 17:00:00,"clean",TRUE
292,"FORUPL","Forsyth Creek Upland","pyroclastic flow",-122.169240747478,46.2269582901427,"EPSG:4326",TRUE,2011,2011,"9905283","pro-v2","U23-001",30,100,2011-06-21 11:40:00,2011-10-18 16:30:00,"clean",TRUE
293,"RDRUPL","Red Rock Creek Upland","pyroclastic flow",-122.159865611179,46.2388237986033,"EPSG:4326",TRUE,2011,2011,"399741","pro series","H08-032-08",30,100,2011-06-21 12:30:00,2011-10-06 13:00:00,"clean",TRUE
294,"RDRCRK","Red Rock Creek Riparian","pyroclastic flow",-122.159147409643,46.2374415171224,"EPSG:4326",TRUE,2011,2011,"1277065","pro series","H08-032-08",30,100,2011-06-21 12:45:00,2011-10-18 10:15:00,"clean",TRUE
295,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2011,2012,"491572","pro series","H08-001-02",30,-500,2011-08-23 18:00:00,2012-07-17 16:00:00,"clean",TRUE
296,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2011,2011,"1266110","pro series","H08-001-02",30,-100,2011-08-23 18:00:00,2011-09-28 10:00:00,"clean",TRUE
297,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2011,2011,"491566","pro series","H08-001-02",30,-500,2011-08-23 18:00:00,2011-09-28 10:00:00,"clean",TRUE
298,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2011,2011,"491583","pro series","H08-001-02",30,-100,2011-08-23 18:00:00,2011-09-28 10:00:00,"clean",TRUE
299,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2011,2012,"491581","pro series","H08-001-02",60,-100,2011-09-28 18:00:00,2012-07-17 16:00:00,"clean",TRUE
300,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2011,2012,"491569","pro series","H08-001-02",60,-500,2011-09-28 18:00:00,2012-07-18 16:00:00,"clean",TRUE
301,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2011,2012,"491567","pro series","H08-001-02",60,-100,2011-09-28 18:00:00,2012-07-12 16:00:00,"clean",TRUE
302,"RDRCRK_H","Red Rock Creek, head","pyroclastic flow",-122.159409394606,46.2372724435796,"EPSG:4326",FALSE,2012,2012,"94720","pro series","H08-001-02",30,,2012-06-11 15:24:00,2012-07-17 19:36:00,"clean",TRUE
303,"FORCRK_T","Forsyth Creek, Truman Trail intersection","pyroclastic flow",-122.160918297346,46.2386875296701,"EPSG:4326",FALSE,2012,2012,"94741","pro series","H08-001-02",30,,2012-06-11 15:53:00,2012-07-17 19:19:00,"clean",TRUE
304,"WILSPRE_C","Willow Springs East, confluence with Forsyth Creek","pyroclastic flow",-122.162449043792,46.2446387562082,"EPSG:4326",FALSE,2012,2012,"94738","pro series","H08-001-02",30,,2012-06-11 16:25:00,2012-07-17 18:57:00,"clean",TRUE
305,"WILSPR_C2","Willow Springs, confluence with Red Rock Creek","pyroclastic flow",-122.162445126924,46.2466007267286,"EPSG:4326",FALSE,2012,2012,"94740","pro series","H08-001-02",30,,2012-06-11 16:49:00,2012-07-17 18:46:00,"clean",TRUE
306,"CMPCRK_M","Camp Creek, mouth","pyroclastic flow",-122.164518647189,46.2612588717948,"EPSG:4326",FALSE,2012,2012,"491585","pro series","H08-001-02",30,,2012-06-11 17:00:00,2012-09-05 15:00:00,"clean",TRUE
307,"GEOCRK_M","Geothermal Creek, mouth","pyroclastic flow",-122.162353396793,46.2594430331935,"EPSG:4326",FALSE,2012,2012,"491583","pro series","H08-001-02",30,,2012-06-11 17:00:00,2012-09-05 15:15:00,"clean",TRUE
308,"WILSPRE_H","Willow Springs East, head","pyroclastic flow",-122.164789594511,46.2434138797202,"EPSG:4326",FALSE,2012,2012,"491558","pro series","H08-001-02",30,,2012-06-12 09:57:00,2012-09-06 10:11:00,"clean",TRUE
309,"WILSPR_M","Willow Springs, mouth","pyroclastic flow",-122.15299999787,46.2559541278121,"EPSG:4326",FALSE,2012,2012,"94723","pro series","H08-001-02",30,,2012-06-12 10:47:00,2012-07-17 15:56:00,"clean",TRUE
310,"CLRCRK_H","Clear Creek, head","pyroclastic flow",-122.167775833172,46.2483766548196,"EPSG:4326",FALSE,2012,2012,"1266110","pro series","H08-001-02",30,,2012-06-12 12:03:00,2012-09-13 13:57:00,"clean",TRUE
311,"CLRCRK_C1","Clear Creek, confluence with PPWET1","pyroclastic flow",-122.17167955484,46.2510330022593,"EPSG:4326",FALSE,2012,2012,"94739","pro series","H08-001-02",30,,2012-06-12 12:53:00,2012-07-17 14:34:00,"lost",FALSE
312,"GEOCRK_C","Geothermal Creek, confluence","pyroclastic flow",-122.166615454995,46.256468188852,"EPSG:4326",FALSE,2012,2012,"491563","pro series","H08-001-02",30,,2012-06-12 13:44:00,2012-09-13 17:13:00,"clean",TRUE
313,"CMPCRK_C","Camp Creek, confluence","pyroclastic flow",-122.174694215573,46.2533048010395,"EPSG:4326",FALSE,2012,2012,"491565","pro series","H08-001-02",30,,2012-06-12 14:43:00,2012-09-05 14:30:00,"clean",TRUE
314,"CMPCRKE_U","Camp Creek East, upper","pyroclastic flow",-122.174855830297,46.2459889765751,"EPSG:4326",FALSE,2012,2012,"491575","pro series","H08-001-02",30,,2012-06-12 15:40:00,2012-09-05 13:25:00,"clean",TRUE
315,"CMPCRKW_U","Camp Creek East, upper","pyroclastic flow",-122.178052822467,46.2473350055564,"EPSG:4326",FALSE,2012,2012,"491582","pro series","H08-001-02",30,,2012-06-12 16:22:00,2012-09-05 13:55:00,"clean",TRUE
316,"CMPCRK_U","Camp Creek, upper","pyroclastic flow",-122.174757053199,46.2534402543921,"EPSG:4326",FALSE,2012,2012,"491574","pro series","H08-001-02",30,,2012-06-12 17:00:00,2012-09-13 15:46:00,"clean",TRUE
317,"GEOCRKW_H","Geothermal Creek West, head","pyroclastic flow",-122.173681699523,46.2490224935497,"EPSG:4326",FALSE,2012,2012,"491577","pro series","H08-001-02",30,,2012-06-15 13:52:00,2012-09-05 13:00:00,"clean",TRUE
318,"GEOCRKE_H","Geothermal Creek East, head","pyroclastic flow",-122.172912245362,46.2458399320682,"EPSG:4326",FALSE,2012,2012,"491579","pro series","H08-001-02",30,,2012-06-15 14:34:00,2012-09-05 12:30:00,"clean",TRUE
319,"DNYBRK","Donny Brook","blowdown",-122.121276725632,46.2608626865604,"EPSG:4326",FALSE,2012,2012,"491578","pro series","H08-001-02",30,,2012-06-15 16:30:00,2012-09-06 05:00:00,"clean",TRUE
320,"CLRCRK_C1","Clear Creek, confluence with PPWET1","pyroclastic flow",-122.17167955484,46.2510330022593,"EPSG:4326",FALSE,2012,2013,"10172863","pendant","UA-002-64",30,,2012-07-17 14:34:00,2013-09-10 10:00:00,"clean",TRUE
321,"WILSPRE_C","Willow Springs East, confluence with Forsyth Creek","pyroclastic flow",-122.162449043792,46.2446387562082,"EPSG:4326",FALSE,2012,2013,"10172864","pendant","UA-002-64",30,,2012-07-17 15:00:00,2013-10-05 14:20:00,"clean",TRUE
322,"WILSPR_M","Willow Springs, mouth","pyroclastic flow",-122.15299999787,46.2559541278121,"EPSG:4326",FALSE,2012,,"10172862","pendant","UA-002-64",30,,2012-07-17 15:57:00,,"lost",FALSE
323,"WILSPRE_C","Willow Springs East, confluence with Forsyth Creek","pyroclastic flow",-122.162449043792,46.2446387562082,"EPSG:4326",FALSE,2012,,"10172859","pendant","UA-002-64",30,,2012-07-17 18:48:00,,"lost",FALSE
324,"FORCRK_T","Forsyth Creek, Truman Trail intersection","pyroclastic flow",-122.160918297346,46.2386875296701,"EPSG:4326",FALSE,2012,2013,"10172858","pendant","UA-002-64",30,,2012-07-17 19:21:00,2013-07-02 15:00:00,"clean",TRUE
325,"RDRCRK_H","Red Rock Creek, head","pyroclastic flow",-122.159409394606,46.2372724435796,"EPSG:4326",FALSE,2012,2013,"10172855","pendant","UA-002-64",30,,2012-07-17 19:38:00,2013-07-02 12:00:00,"clean",TRUE
326,"BEARCRK","Bear Creek","debris avalanche",-122.158101660376,46.2947635986204,"EPSG:4326",FALSE,2012,2013,"10172861","pendant","UA-002-64",30,,2012-07-19 13:00:00,2013-08-07 15:45:00,"clean",TRUE
327,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2012,2012,"10172849","pendant","UA-002-64",30,-500,2012-07-20 18:00:00,2012-10-09 12:00:00,"clean",TRUE
328,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2012,2012,"10172850","pendant","UA-002-64",30,-500,2012-07-20 18:00:00,2012-10-09 12:30:00,"clean",TRUE
329,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2012,2012,"10172851","pendant","UA-002-64",30,-100,2012-07-20 18:00:00,2012-10-09 12:30:00,"clean",TRUE
330,"PMPGRN","Pumice Plain Greenery","pyroclastic flow",-122.151754042822,46.2282068810986,"EPSG:4326",TRUE,2012,2012,"9905285","pro-v2","U23-001",30,100,2012-07-23 17:59:00,2012-10-17 08:00:00,"clean",TRUE
331,"PMPWEB","Pumice Plain Web","pyroclastic flow",-122.165432664036,46.2471985745646,"EPSG:4326",TRUE,2012,2012,"9905284","pro-v2","U23-001",30,100,2012-07-23 17:59:00,2012-10-17 08:00:00,"clean",TRUE
332,"RDRCRK","Red Rock Creek Riparian","pyroclastic flow",-122.159147409643,46.2374415171224,"EPSG:4326",TRUE,2012,2012,"399740","pro series","H08-032-08",30,100,2012-07-23 17:59:00,2012-10-17 08:00:00,"clean",TRUE
333,"RDRUPL","Red Rock Creek Upland","pyroclastic flow",-122.159865611179,46.2388237986033,"EPSG:4326",TRUE,2012,2012,"492638","pro series","H08-032-08",30,100,2012-07-23 17:59:00,2012-10-17 08:00:00,"clean",TRUE
334,"WILSPR","Willow Springs Riparian","pyroclastic flow",-122.164728841296,46.2431434358642,"EPSG:4326",TRUE,2012,2012,"9905283","pro-v2","U23-001",30,100,2012-07-23 17:59:00,2012-10-17 08:00:00,"clean",TRUE
335,"WILSPU","Willow Springs Upland","pyroclastic flow",-122.16352210257,46.2423156126896,"EPSG:4326",TRUE,2012,2012,"9905286","pro-v2","U23-001",30,100,2012-07-23 17:59:00,2012-10-17 08:00:00,"clean",TRUE
336,"BEAVCRK_L","Beaver Creek, lower","debris avalanche",-122.154950660674,46.2961893396342,"EPSG:4326",FALSE,2012,2013,"10172857","pendant","UA-002-64",30,,2012-08-01 15:11:00,2013-08-08 13:30:00,"clean",TRUE
337,"NORCRK_L","Norway Creek, lower","blowdown",-122.111739054736,46.3010547432228,"EPSG:4326",FALSE,2012,2013,"1266111","pro series","H08-001-02",60,,2012-09-12 17:00:00,2013-08-10 16:00:00,"clean",TRUE
338,"WILSPRE_H","Willow Springs East, head","pyroclastic flow",-122.164789594511,46.2434138797202,"EPSG:4326",FALSE,2012,2013,"491558","pro series","H08-001-02",60,,2012-09-13 09:42:00,2013-05-17 05:00:00,"lost",FALSE
339,"WILSPRE_C","Willow Springs East, confluence with Forsyth Creek","pyroclastic flow",-122.162449043792,46.2446387562082,"EPSG:4326",FALSE,2012,,"491569","pro series","H08-001-02",60,,2012-09-13 10:06:00,,"lost",FALSE
340,"ALDCRK","Alder Creek","pyroclastic flow",-122.156265897203,46.2528102830663,"EPSG:4326",FALSE,2012,2013,"491572","pro series","H08-001-02",60,,2012-09-13 11:01:00,2013-10-06 13:10:00,"clean",TRUE
341,"CLRCRK_H","Clear Creek, head","pyroclastic flow",-122.167775833172,46.2483766548196,"EPSG:4326",FALSE,2012,2013,"491560","pro series","H08-001-02",60,,2012-09-13 14:00:00,2013-09-20 14:10:00,"clean",TRUE
342,"GEOCRKE_H","Geothermal Creek East, head","pyroclastic flow",-122.172912245362,46.2458399320682,"EPSG:4326",FALSE,2012,2013,"10172860","pendant","UA-002-64",30,,2012-09-13 14:19:00,2013-05-17 05:00:00,"clean",TRUE
